,item_name,calories,protein,carbs,fat
16822,Strawberry Jelly,39.198,0.052,9.709,0.011
16823,Turkey Bacon,63.000,6.300,0.000,5.25
16824,Turkey Bacon,94.500,9.450,0.000,7.875
16825,Turkey Bacon,31.500,3.150,0.000,2.625
16826,Wheat Bread,67.533,2.533,12.663,1.266
16827,White Bread,63.056,1.802,12.611,0.45
16828,Banana Chocolate Chip Loaf,393.531,5.091,70.637,20.608
16829,Blueberry Muffin,414.602,7.257,62.182,18.061999999999998
16830,Blueberry Scone,335.117,5.349,53.725,17.672
16831,Chocolate Donut,300.438,4.539,35.806,27.479999999999997
16832,Cinnamon Rolls,460.000,8.000,60.000,32.0
16833,Cinnamon Sugar Donut,271.275,4.461,33.690,24.457
16834,Croissant,293.923,6.170,11.715,19.111
16835,Glazed Donut,329.924,4.412,48.460,24.265
16836,Ham & Cheese Croissant,478.688,11.440,45.159,45.461
16837,Lemon Bundt Cake w/ Poppy Seed,25.076,4.874,47.393,13.198999999999998
16838,Vanilla Iced Donut,290.398,4.413,38.397,24.266
16839,Zucchini Bread,400.440,7.469,89.760,8.687999999999999
16840,Applesauce,162.448,0.007,41.548,0.003
16841,Celery Sticks w/Peanut Butter,363.872,13.580,15.684,34.026
16842,Hard Boiled Eggs,136.400,11.070,0.986,12.212
16843,Large Chicken Caesar Salad,347.213,27.193,24.014,18.062
16844,Small Garden Salad,35.827,2.094,7.620,0.501
16845,Vanilla Cookies & Cream Pudding Parfait,319.227,1.910,52.270,17.208
16847,Chickpea & Kale Stew w/Cashews 12 ozl,772.106,19.848,53.258,93.238
16848,Chickpea & Kale Stew w/Cashews 8 ozl,514.737,13.232,35.505,62.159
16849,Beef Skirt Steak w/Chimichurri,738.834,48.305,3.174,74.855
16850,Herb Roasted Carved Salmon,370.931,37.727,0.983,27.23
16851,Buttered Parslied Quartered Red Potatoes,86.640,1.862,15.718,3.034
16852,Roasted Parmesan Cauliflower,39.044,1.990,5.326,1.98
16853,Chicken Parm Panini,784.275,35.465,96.736,35.099000000000004
16859,BBQ Sauce,51.786,0.000,13.464,0.0
16860,Baby Spinach,6.521,0.811,1.029,0.129
16861,Baked Ham,135.000,18.900,4.052,5.404
16862,Banana Pepper Rings,7.654,0.470,1.516,0.14200000000000002
16863,Black Pepper,0.074,0.003,0.019,0.001
16864,Caesar Dressing,173.609,0.695,1.057,21.345000000000002
16865,Capicola,184.844,18.824,4.344,13.08
16866,Chicken Tenders,425.348,25.334,25.334,30.098000000000003
16867,Chipotle Mayonnaise,214.029,0.288,1.076,26.953
16868,Crushed Red Pepper,5.289,0.200,0.942,0.34099999999999997
16869,Dill Pickle Chips,0.996,0.000,0.199,0.0
16870,Dill Pickle Spear,4.200,0.175,0.844,0.133
16871,Dried Basil,1.832,0.181,0.375,0.049
16872,Extra Baked Ham,67.500,9.450,2.026,2.702
16873,Extra Capicola,92.422,9.412,2.172,6.54
16874,Extra Chicken Tenders,212.674,12.667,12.667,15.049000000000001
16875,Extra Genoa Salami,147.988,7.144,1.076,18.18
16876,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
16877,Extra Italian Meats,93.853,8.864,1.825,7.531
16878,Extra Roast Beef,92.988,16.132,0.000,3.56
16879,Extra Sliced Bacon,302.400,21.600,0.000,36.72
16880,Extra Sliced Turkey,60.750,10.126,2.026,1.518
16881,Extra Tuna Salad,147.381,13.349,0.840,11.453
16882,GF Sub Roll,470.000,12.000,76.000,15.0
16883,GF Sub Roll,235.000,6.000,38.000,7.5
16884,Garlic Salt,0.000,0.000,0.000,0.0
16885,Genoa Salami,295.976,14.288,2.152,36.36
16886,Gluten Free Bread,196.364,2.182,39.272,6.545999999999999
16887,Gluten Free Plain Wrap,220.000,6.000,45.000,11.0
16888,Grated Parmesan Cheese,14.884,1.007,0.493,1.532
16889,Grilled Chicken Breast,189.418,39.592,0.020,3.444
16890,Half Baked Ham,67.500,9.450,2.026,2.702
16891,Half Capicola,92.422,9.412,2.172,6.54
16892,Half Chicken Tenders,212.674,12.667,12.667,15.049000000000001
16893,Half Genoa Salami,147.988,7.144,1.076,18.18
16894,Half Grilled Chicken Breast,94.709,19.796,0.010,1.722
16895,Half Italian Meats,93.853,8.864,1.825,7.531
16896,Half Roast Beef,92.988,16.132,0.000,3.56
16897,Half Sliced Turkey,60.750,10.126,2.026,1.518
16898,Half Tuna Salad,147.381,13.349,0.840,11.453
16899,Half White Sub Roll,128.000,4.000,26.000,0.5
16900,Hoagie Roll Half Whole Wheat,243.043,7.478,48.609,1.87
16901,Hoagie Roll White Whole,256.000,8.000,52.000,1.0
16902,Hoagie Roll Whole Wheat Whole,486.087,14.957,97.217,3.739
16903,Honey Mustard,141.230,0.265,7.101,13.950000000000001
16904,Honey Wheat Wrap,230.000,8.000,44.000,7.5
16905,Hot Sauce,3.554,0.165,0.565,0.137
16906,Italian Dressing,75.300,0.129,3.803,7.551
16907,Italian Meats,187.705,17.728,3.650,15.062
16908,Mayonnaise,189.000,0.000,0.000,23.626
16909,Multigrain Artisan Bread,329.444,11.196,55.198,7.8420000000000005
16910,Mustard Yellow,0.000,0.000,0.000,0.0
16911,Olive Oil,235.918,0.000,0.000,30.372999999999998
16912,Oregano,2.084,0.071,0.542,0.046
16913,Panini Bread,397.770,12.754,76.178,4.436
16914,Plain Wrap,260.000,8.000,47.000,7.5
16915,Provolone Cheese,101.250,7.088,1.013,12.151
16916,Provolone Cheese,101.250,7.088,1.013,12.151
16917,Provolone Cheese,202.500,14.176,2.026,24.302
16918,Ranch Dressing,118.182,0.192,0.466,14.401
16919,Red Wine Vinegar,5.464,0.012,0.076,0.0
16920,Roast Beef,185.976,32.264,0.000,7.12
16921,Salt,0.000,0.000,0.000,0.0
16922,Shredded Lettuce,3.969,0.255,0.841,0.045
16923,Sliced American Cheese,103.761,5.141,1.355,13.826
16924,Sliced American Cheese,103.761,5.141,1.355,13.826
16925,Sliced American Cheese,207.522,10.281,2.709,27.651
16926,Sliced Bacon,604.800,43.200,0.000,73.44
16927,Sliced Bacon,302.400,21.600,0.000,36.72
16928,Sliced Black Olives,32.602,0.238,1.774,3.43
16929,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
16930,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
16931,Sliced Cheddar Cheese,228.826,14.176,0.000,30.374000000000002
16932,Sliced Cucumber,4.253,0.184,1.029,0.041
16933,Sliced Green Peppers,5.670,0.244,1.315,0.064
16934,Sliced Jalapeno Peppers,7.655,0.261,1.344,0.29300000000000004
16935,Sliced Onions,11.340,0.312,2.648,0.04
16936,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
16937,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
16938,Sliced Pepper Jack Cheese,202.500,12.150,2.026,26.326
16939,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
16940,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
16941,Sliced Swiss Cheese Cheese,222.832,15.286,0.816,27.906
16942,Sliced Tomatoes,3.408,0.166,0.736,0.044
16943,Sliced Turkey,121.500,20.252,4.052,3.036
16944,Sourdough Bread,290.538,9.680,58.480,1.556
16945,Tuna Salad,294.762,26.697,1.680,22.905
16946,Fried Cheese Curds with Sriracha Aioli,761.064,16.143,17.132,86.615
16947,Smokehouse Burger,1046.019,52.277,64.854,91.214
16948,Battered Fish Sandwich,764.251,21.173,57.991,55.07
16949,Beef Hot Dog,312.125,11.075,27.025,23.275
16950,Beyond Burger,497.419,27.295,45.615,29.566
16951,Beyond Cheeseburger,549.300,29.865,46.293,36.479
16952,Beyond Double Burger,777.419,47.295,51.615,55.566
16953,Beyond Double Cheeseburger,881.180,52.436,52.970,69.39099999999999
16954,Black Bean Burger,378.382,20.373,57.723,10.608
16958,Cheeseburger Single,664.215,33.574,41.976,55.133
16959,Chicken Tenders,567.130,33.779,33.779,40.128
16960,Double Cheeseburger,1066.297,59.882,42.618,101.998
16961,Double Hamburger Single,962.536,54.742,41.263,88.172
16962,Fried Chicken Sandwich,610.819,29.494,57.218,36.308
16963,Fries,307.980,2.700,31.050,23.31
16964,Gluten Free Grilled Cheese Sandwich,368.353,9.033,41.077,31.375
16965,Grilled Cheese PSU,831.788,33.309,78.254,64.863
16966,Grilled Cheese Sandwich,200.178,8.062,4.036,27.28
16967,Grilled Chicken Breast,94.709,19.796,0.010,1.722
16968,Grilled Chicken Sandwich,429.408,33.414,40.218,19.391
16969,Hamburger Single,612.154,31.034,41.263,48.243
16970,Mozzarella Sticks,452.954,17.627,28.351,38.673
16971,Small Chicken Tenders & Fries,514.550,18.914,40.177,37.548
16972,5 oz. Hamburger,350.382,23.708,0.000,39.929
16973,Beef Cheesesteak,259.200,30.780,4.860,15.39
16974,Beef Cheesesteak Half,129.600,15.390,2.430,7.695
16975,Beyond Burger,280.000,20.000,6.000,26.0
16976,Black Bean Burger,160.963,13.078,18.108,7.042
16977,Chicken Cheesesteak,350.280,38.880,4.860,22.32
16978,Chicken Cheesesteak Half,175.140,19.440,2.430,11.16
16979,Dill Pickle Chips,0.996,0.000,0.199,0.0
16980,Extra 5 oz. Hamburger,350.382,23.708,0.000,39.929
16981,Extra Beef Cheesesteak,129.600,15.390,2.430,7.695
16982,Extra Beyond Burger,280.000,20.000,6.000,26.0
16983,Extra Black Bean Burger,160.963,13.078,18.108,7.042
16984,Extra Chicken Cheesesteak,175.140,19.440,2.430,11.16
16985,Extra Fried Breast of Chicken,276.120,15.876,17.010,18.639000000000003
16986,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
16987,GF Hamburger Roll,485.714,7.286,99.571,6.071
16988,GF Sub Roll,470.000,12.000,76.000,15.0
16989,Grilled Onions,112.870,1.498,11.184,8.292
16990,Grilled Pepper Strips,32.926,0.627,4.571,1.883
16991,Half White Sub Roll,128.000,4.000,26.000,0.5
16992,Hoagie Roll Half Whole Wheat,243.043,7.478,48.609,1.87
16993,Hoagie Roll White Whole,256.000,8.000,52.000,1.0
16994,Hoagie Roll Whole Wheat Whole,486.087,14.957,97.217,3.739
16995,Ketchup,33.353,0.000,8.338,0.0
16996,Mayonnaise,189.000,0.000,0.000,23.626
16997,Potato Roll,210.000,7.000,38.000,3.5
16998,Provolone Cheese,101.250,7.088,1.013,12.151
16999,Provolone Cheese,101.250,7.088,1.013,12.151
17000,Provolone Cheese,202.500,14.176,2.026,24.302
17001,Shredded Lettuce,3.969,0.255,0.841,0.045
17002,Sliced American Cheese,103.761,5.141,1.355,13.826
17003,Sliced American Cheese,103.761,5.141,1.355,13.826
17004,Sliced American Cheese,207.522,10.281,2.709,27.651
17005,Sliced Bacon,201.600,14.400,0.000,24.48
17006,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
17007,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
17008,Sliced Cheddar Cheese,228.826,14.176,0.000,30.374000000000002
17009,Sliced Monterey Jack Cheese,116.943,6.379,1.063,13.821000000000002
17010,Sliced Monterey Jack Cheese,116.943,6.379,1.063,13.821000000000002
17011,Sliced Monterey Jack Cheese,233.886,12.758,2.126,27.642000000000003
17012,Sliced Onions,11.340,0.312,2.648,0.04
17013,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
17014,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
17015,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
17016,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
17017,Sliced Swiss Cheese Cheese,222.832,15.286,0.816,27.906
17018,Sliced Tomatoes,3.408,0.166,0.736,0.044
17019,Beef Taco Salad,607.298,24.527,54.014,45.364
17022,Bananas,107.085,1.311,27.481,0.532
17023,Chicken Tenders,141.783,8.445,8.445,10.033
17024,Extra Chicken Tenders,283.565,16.889,16.889,20.064999999999998
17025,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
17026,Feta Cheese,74.844,4.028,1.160,10.27
17027,Grilled Chicken Breast,94.709,19.796,0.010,1.722
17028,Oranges,118.440,2.369,29.610,0.33999999999999997
17029,Red Apple,164.320,0.822,43.640,0.625
17030,Crab Rangoon Pizza,447.725,16.843,46.315,34.858000000000004
17031,Cheese Pizza,2627.528,133.416,305.032,155.424
17032,Cheese Pizza Slice,328.441,16.677,38.129,19.428
17033,Gluten Free Cheese Pizza,612.791,19.073,80.264,35.979
17034,Pepperoni  Pizza,2913.296,144.328,305.696,191.704
17035,Pepperoni  Pizza Slice,364.162,18.041,38.212,23.963
17039,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
17040,Artichoke Hearts,14.459,0.819,3.229,0.118
17041,Bacon Bits,132.300,9.450,0.000,16.064999999999998
17042,Broccoli Florets,7.938,0.845,1.435,0.114
17043,Carrots,11.624,0.264,2.716,0.078
17044,Cauliflower Florettes,7.088,0.544,1.409,0.11599999999999999
17045,Chick Peas,15.702,0.785,2.748,0.294
17046,Croutons,65.914,1.531,9.001,3.338
17047,Edamame,40.024,3.669,3.002,2.1679999999999997
17048,Feta Cheese,74.844,4.028,1.160,10.27
17049,GrapeTomatoes,3.063,0.150,0.663,0.039
17050,Hard Boiled Eggs Sliced,68.200,5.535,0.493,6.105
17051,Italian Baked Tofu,55.949,2.679,2.316,4.589
17052,Quinoa,171.409,6.052,29.241,2.521
17053,Romaine,24.100,1.745,4.665,0.48
17054,Shredded Cheddar Cheese,111.375,6.075,1.013,14.175
17055,Shredded Mozzarella Cheese,95.175,6.581,1.013,11.644
17056,Sliced Cucumber,4.253,0.184,1.029,0.041
17057,Sliced Green Peppers,5.670,0.244,1.315,0.064
17058,Sliced Mushrooms,7.088,0.530,1.443,0.093
17059,Sliced Red Onions,5.670,0.156,1.324,0.02
17060,Spring Salad Mix,13.342,1.334,2.002,0.0
17061,Chicken Lo Mein,175.583,8.380,26.597,5.262
17062,Grilled Chicken,203.020,28.079,0.009,11.864
17063,Pulled Pork Slider,331.605,22.766,22.359,22.857999999999997
17064,Spinach & Mushroom Turnovers,259.221,6.123,33.263,22.791999999999998
17065,Cheese Pizza,328.441,16.677,38.129,19.428
17066,Pepperoni  Pizza,364.162,18.041,38.212,23.963
17067,Garlic & Cheese Bread Sticks,174.441,4.153,22.172,10.799
17068,Milano Sauce,45.630,0.762,7.605,1.14
17069,Penne Pasta,145.662,5.160,29.371,0.992
17070,Vodka Sauce,129.759,2.766,5.271,12.654
17071,Roasted Beets & Carrots,42.820,1.193,8.386,0.949
17072,Seasoned Curly Fries,209.151,2.001,18.011,16.887999999999998
17073,Summer Bean Blend,26.682,0.889,6.226,0.0
17074,Peanut Butter No Bake Cookie,146.579,2.245,22.204,7.468
17075,Sugar Cookie,132.190,1.168,19.864,9.092
17076,5 oz. Hamburger,350.382,23.708,0.000,39.929
17077,Avocado Mayonnaise,122.850,0.472,0.945,14.648
17078,Dill Pickle Chips,0.996,0.000,0.199,0.0
17079,Extra 5 oz. Hamburger,350.382,23.708,0.000,39.929
17080,Extra Fried Breast of Chicken,276.120,15.876,17.010,18.639000000000003
17081,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
17082,Extra Veggie Burger Patty,170.000,7.000,21.000,6.0
17083,Fried Breast of Chicken,276.120,15.876,17.010,18.639000000000003
17084,GF Hamburger Roll,485.714,7.286,99.571,6.071
17085,Grilled Chicken Breast,94.709,19.796,0.010,1.722
17086,Hot Wing Sauce,43.129,0.171,0.597,7.636
17087,Ketchup,33.353,0.000,8.338,0.0
17088,Mayonnaise,189.000,0.000,0.000,23.626
17089,Potato Roll,210.000,7.000,38.000,3.5
17090,Provolone Cheese,101.250,7.088,1.013,12.151
17091,Ranch Dressing,118.182,0.192,0.466,14.401
17092,Shredded Lettuce,3.969,0.255,0.841,0.045
17093,Sliced American Cheese,103.761,5.141,1.355,13.826
17094,Sliced Bacon,201.600,14.400,0.000,24.48
17095,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
17096,Sliced Monterey Jack Cheese,116.943,6.379,1.063,13.821000000000002
17097,Sliced Onions,11.340,0.312,2.648,0.04
17098,Sliced Tomatoes,3.408,0.166,0.736,0.044
17099,Veggie Burger Patty,170.000,7.000,21.000,6.0
17100,Fried Chipotle Ranch Chicken Bacon Sandwich,951.984,45.061,58.656,78.91499999999999
17101,Grilled Chipotle Ranch Chicken Bacon Sandwich,770.573,48.981,41.656,61.998000000000005
17102,Cream Puff,579.000,12.400,45.400,55.3
17103,Linzer Tart,181.573,2.977,22.424,12.8
17106,Cheeseburger Single,664.215,33.574,41.976,55.133
17107,Chicken Tenders,567.130,33.779,33.779,40.128
17108,Double Cheeseburger,1066.297,59.882,42.618,101.998
17109,Fries,307.980,2.700,31.050,23.31
17110,Hamburger Single,612.154,31.034,41.263,48.243
17111,Mozzarella Sticks,452.954,17.627,28.351,38.673
17112,Veggie Burger,387.419,14.295,60.615,9.566
17114,Zuppa Toscana,208.151,8.168,5.702,25.165999999999997
17115,Chicken Parmesan,361.785,20.585,21.869,26.578
17116,Grilled Chicken,203.020,28.079,0.009,11.864
17117,Penne w/Mushroom Bolognese & Spinach,173.350,7.472,27.389,4.679
17118,Steak Italiano,154.621,20.556,1.272,9.725
17119,Sundried Tomato Hummus Pita,287.674,9.399,36.386,13.748
17120,Garlic & Cheese Bread Sticks,174.441,4.153,22.172,10.799
17121,Roasted Garlic Parmesan Mashed Potatoes,151.143,2.201,13.281,16.869
17122,Roasted Parmesan Cauliflower,32.537,1.658,4.438,1.65
17123,Summer Bean Blend,26.682,0.889,6.226,0.0
17124,Mississippi Mud Brownie,289.892,3.497,40.842,19.915
17125,Sugar Cookie,132.190,1.168,19.864,9.092
17127,Chicken Tenders,567.130,33.779,33.779,40.128
17128,Fried Chipotle Ranch Chicken Bacon Sandwich,951.984,45.061,58.656,78.91499999999999
17129,Fries,307.980,2.700,31.050,23.31
17130,Grilled Chipotle Ranch Chicken Bacon Sandwich,770.573,48.981,41.656,61.998000000000005
17131,Mozzarella Sticks,452.954,17.627,28.351,38.673
17132,5 oz. Hamburger,350.382,23.708,0.000,39.929
17134,Dill Pickle Chips,0.996,0.000,0.199,0.0
17135,Extra 5 oz. Hamburger,350.382,23.708,0.000,39.929
17136,Extra Fried Breast of Chicken,276.120,15.876,17.010,18.639000000000003
17137,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
17138,Extra Veggie Burger Patty,170.000,7.000,21.000,6.0
17139,Fried Breast of Chicken,276.120,15.876,17.010,18.639000000000003
17140,GF Hamburger Roll,485.714,7.286,99.571,6.071
17141,Grilled Cheese PSU,831.788,33.309,78.254,64.863
17142,Grilled Chicken Breast,94.709,19.796,0.010,1.722
17143,Ketchup,33.353,0.000,8.338,0.0
17144,Mayonnaise,189.000,0.000,0.000,23.626
17145,Mustard Yellow,0.000,0.000,0.000,0.0
17146,Potato Roll,210.000,7.000,38.000,3.5
17147,Provolone Cheese,101.250,7.088,1.013,12.151
17148,Ranch Dressing,118.182,0.192,0.466,14.401
17149,Shredded Lettuce,3.969,0.255,0.841,0.045
17150,Sliced American Cheese,103.761,5.141,1.355,13.826
17151,Sliced Bacon,201.600,14.400,0.000,24.48
17152,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
17153,Sliced Monterey Jack Cheese,116.943,6.379,1.063,13.821000000000002
17154,Sliced Onions,11.340,0.312,2.648,0.04
17155,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
17156,Sliced Tomatoes,3.408,0.166,0.736,0.044
17157,Veggie Burger Patty,170.000,7.000,21.000,6.0
17158,Cheese Pizza Slice,328.441,16.677,38.129,19.428
17159,Gluten Free Cheese Pizza,612.791,19.073,80.264,35.979
17160,Pepperoni  Pizza,328.441,16.677,38.129,19.428
17161,Veggie Lover's Pizza,331.573,16.791,38.806,19.455000000000002
17162,Alfredo Sauce ,233.394,3.808,2.796,38.718
17163,Beef Lasagna,494.171,32.379,28.985,41.45
17164,Beef Lasagna,20.590,1.349,1.208,1.728
17165,Cavatappi,89.585,3.235,18.414,0.373
17166,Cheese Tortellini,192.780,7.938,32.886,5.103
17167,Garlic Cheese Bread,245.794,9.190,29.286,14.983
17168,Garlic Roasted Broccoli,64.765,2.562,4.415,5.402
17169,Grilled Chicken Breast,94.709,19.796,0.010,1.722
17170,Milano Sauce,30.420,0.508,5.070,0.76
17171,Vegetarian Vodka Sauce,83.234,1.096,3.660,7.97
17172,Cheese Pizza,2627.528,133.416,305.032,155.424
17173,Extra Alfredo Sauce ,233.394,3.808,2.796,38.718
17174,Extra Milano Sauce,30.420,0.508,5.070,0.76
17175,Extra Vegetarian Vodka Sauce,83.234,1.096,3.660,7.97
17176,Meatballs,166.764,8.672,2.668,19.346
17177,Penne Pasta Gluten Free,192.375,4.050,44.550,1.013
17178,Pepperoni  Pizza,2627.528,133.416,305.032,155.424
17179,Veggie Lover's Pizza,2652.584,134.328,310.448,155.64000000000001
17180,CYO Burrito Bowl,0.000,0.000,0.000,0.0
17181,CYO Walking Taco,0.000,0.000,0.000,0.0
17182,Chicken Burrito Bowl,627.280,38.157,39.436,46.491
17183,Chicken Walking Taco,885.470,41.800,69.308,62.882999999999996
17184,Churros,202.504,1.045,29.586,11.816
17185,Extra Chicken Taco Filling,90.478,12.869,3.038,3.535
17186,Extra Shredded Southwestern Beef Filling,72.552,9.843,1.397,4.58
17187,Fresh Salsa,20.250,0.000,0.000,0.0
17188,Guacamole,113.400,1.890,3.780,11.34
17189,Shredded Southwestern Beef Burrito Bowl,591.426,32.105,36.153,48.58
17190,Shredded Southwestern Beef Walking Taco,849.616,35.748,66.025,64.972
17191,Sour Cream,161.866,1.994,3.786,24.107999999999997
17192,Vegetarian Burrito Bowl,446.323,12.419,33.359,39.422
17193,Vegetarian Walking Taco,704.513,16.062,63.231,55.814
17194,Warm Tortilla Chips,554.052,7.916,75.192,31.66
17195,"#1 All American-Ham, Turkey, Salami & American Cheese",1049.054,47.029,14.846,114.155
17196,#2 Roast Beef & Cheddar,1108.486,79.105,7.533,106.615
17197,"#3 Italian-Ham, Cappicola, Salami & Provolone Cheese",1199.694,57.797,15.172,129.252
17198,#4 Turkey & Provolone,1015.644,60.613,16.376,103.384
17199,"#5Turkey Club-Turkey, Bacon & Provolone",1093.804,58.920,15.825,115.708
17200,#6 Tuna Salad & American Cheese,1121.072,46.954,9.782,120.86600000000001
17201,#7 Roast Chicken & Provolone,1062.420,61.229,13.448,105.528
17202,#8 Veggie-Cucumber & Roasted Red Pepper Hummus,861.903,34.553,31.139,87.799
17203,"#1 All American-Ham, Turkey, Salami & American Cheese",347.371,24.275,9.933,33.586
17204,"#1 All American-Ham, Turkey, Salami & American Cheese",524.463,23.511,7.409,57.076
17205,"#1 All American-Ham, Turkey, Salami & American Cheese",784.463,31.511,54.409,64.576
17206,#2 Roast Beef & Cheddar,554.179,39.549,3.752,53.306
17207,#2 Roast Beef & Cheddar,814.179,47.549,50.752,60.806
17208,#2 Roast Beef & Cheddar,377.087,40.313,6.276,29.816000000000003
17209,"#3 Italian-Ham, Cappicola, Salami & Provolone Cheese",599.783,28.895,7.572,64.625
17210,"#3 Italian-Ham, Cappicola, Salami & Provolone Cheese",859.783,36.895,54.572,72.125
17211,#4 Turkey & Provolone,767.822,38.307,55.188,59.192
17212,#4 Turkey & Provolone,330.730,31.071,10.712,28.202
17213,"#5 Turkey Club-Turkey, Bacon, & Provolone",369.810,30.224,10.436,34.364
17214,"#5 Turkey Club-Turkey, Bacon, & Provelone",546.902,29.460,7.912,57.854
17215,"#5 Turkey Club-Turkey, Bacon, & Provolone",674.902,33.460,33.912,58.354
17216,#6 Tuna Salad & American Cheese,383.444,24.241,7.415,36.943
17217,#6 Tuna Salad & American Cheese,560.536,23.477,4.891,60.43300000000001
17218,#6 Tuna Salad & American Cheese,820.536,31.477,51.891,67.933
17219,#7 Roast Chicken & Provolone,531.223,30.615,6.727,52.764
17220,#7 Roast Chicken & Provolone,791.223,38.615,53.727,60.264
17221,#7 Roast Chicken & Provolone,354.131,31.379,9.251,29.274
17222,#8 Veggie-Cucumber & Roasted Red Pepper Hummus,442.872,18.041,18.096,44.036
17223,#8 Veggie-Cucumber & Roasted Red Pepper Hummus,430.964,17.277,15.572,43.9
17224,#8 Veggie-Cucumber & Roasted Red Pepper Hummus,690.964,25.277,62.572,51.4
17227,Extra Sliced Bacon,302.400,21.600,0.000,36.72
17228,Hot Pepper Relish,2.977,0.128,0.723,0.015
17229,Italian Seasoning,1.418,0.074,0.316,0.038
17230,Turkey & Provolone,507.822,30.307,8.188,51.692
17231,Cornbread,261.088,4.208,46.888,7.419
17232,Green Beans,88.668,1.126,4.876,9.612
17233,Potato Salad with Dill,143.482,1.388,11.430,11.504999999999999
17234,Smoked Beef Brisket with BBQ Sauce,496.891,43.885,11.991,40.384
17235,Sweet Potato Wedges,92.311,1.782,18.226,1.826
17237,Belgian Waffle,376.143,6.966,73.835,5.572
17238,Blueberry Muffin,414.602,7.257,62.182,18.061999999999998
17239,CYO Omelet,0.000,0.000,0.000,0.0
17240,Chocolate Chip Pancakes,155.450,3.645,22.334,7.212
17241,Eggs To Order,79.861,6.421,0.572,7.177
17242,Extra Scrambled Eggs,75.993,6.512,0.000,6.515
17243,French Toast Sticks,459.725,6.133,47.830,31.711
17244,Fresh Fruit and Yogurt Parfait Assorted Nuts,286.112,12.704,39.821,14.198
17245,Fried Eggs,88.282,6.078,0.371,8.652
17246,Fried Eggs Breakfast Sandwich,88.282,6.078,0.371,8.652
17248,Old Fashion French Toast,390.291,15.231,66.406,8.588000000000001
17249,Omelet Bar,827.806,58.725,10.737,90.779
17250,Pancakes,279.148,6.836,40.132,11.475999999999999
17251,Scrambled Egg Whites,57.084,11.929,1.168,0.048
17252,Scrambled Eggs,173.699,14.884,0.000,14.89
17253,Sausage Patty,202.500,9.113,1.013,25.313000000000002
17254,Shredded Hash Browns,92.770,1.082,16.322,2.724
17255,Sliced Bacon,302.400,21.600,0.000,36.72
17256,Tater Tots,210.862,1.013,17.212,18.003999999999998
17257,Turkey Bacon,94.500,9.450,0.000,7.875
17259,Broccoli & Cauliflower,18.856,1.743,3.568,0.28900000000000003
17260,Honey-Orange BBQ Chicken,436.142,42.616,33.559,17.993
17261,Ravioli w/ Shrimp & Lobster Cream Sauce,448.087,18.467,38.663,36.989999999999995
17262,Roasted Garlic Potatoes,97.959,2.101,17.414,2.593
17263,Tuscan Garden Vegetables,29.788,1.085,2.982,2.094
17264,Cheeseburger,370.718,19.546,23.571,30.817
17265,Grilled Cajun Chicken,207.953,28.293,1.027,12.036
17266,Old Bay Fries,256.659,3.049,27.445,17.217
17267,Broccoli & Cauliflower,18.856,1.743,3.568,0.28900000000000003
17268,Cous Cous,46.287,1.433,8.777,0.58
17269,Edamame,106.729,9.784,8.005,5.781000000000001
17270,Grilled Cajun Chicken,207.953,28.293,1.027,12.036
17271,Roasted Garlic Potatoes,97.959,2.101,17.414,2.593
17272,Vegetable Paella,159.321,4.272,27.780,4.19
17273,Veggie Burger,283.333,10.333,43.667,7.0
17274,Spinach & Tomato Tortellini Soup,90.655,2.331,9.980,7.765000000000001
17275,Chow Mein Noodles,131.625,3.038,18.225,8.1
17276,Spicy Sriracha Sweet Chili Sacue,48.516,0.000,11.396,0.0
17277,Teriyaki Sauce,38.914,0.971,8.429,0.241
17278,Thai Stir Fry Sauce w/  Peanut & Coconut,85.015,2.693,2.528,10.176
17279,Autumn Chicken Salad w/ Walnuts,585.602,21.104,23.884,56.45399999999999
17280,Cheese Pizza,181.279,8.302,20.913,10.504999999999999
17281,Garlic & Cheese Bread Sticks,174.441,4.153,22.172,10.799
17282,Meatballs in Sauce,295.776,13.770,11.607,30.159
17283,Milano Sauce,15.210,0.254,2.535,0.38
